farmer_id,gender,age,is_youth,is_pwd,disability_type,farmer_type,has_land_title,county,crop,crop_stage,season,phone_type,preferred_channel,preferred_language,literacy_level,loan_request,completed_repayment_history,missed_repayment,has_formal_credit_history,has_sales_records,has_buyer_records,active_savings_group,savings_group_reliability,cooperative_member,cooperative_reliability,cooperative_repayment_score,reliable_buyer,buyer_payment_reliability,verified_input_purchase,input_purchase_count,input_purchase_frequency,extension_support,mobile_money_consistency,peer_lending_reliability,seasonal_income_pattern,market_payment_consistency,climate_risk_level,pest_risk_level,market_delay_risk,localized_pest_outbreak,localized_drought_exposure,latent_repayment_probability,repayment_outcome,target_repaid_on_time
SYN-29641,female,62,False,False,,Women farmer,False,Machakos,Potatoes,vegetative,long_rains,feature_phone,ussd,en,low,18226,True,False,False,True,True,True,strong,False,none,,True,strong,True,2,medium,True,low,strong,moderate,medium,high,low,low,none,high,0.9616,fully_repaid,1
SYN-22009,male,44,False,False,,Smallholder farmer,False,Bungoma,Vegetables,vegetative,long_rains,feature_phone,ussd,en,medium,13558,True,False,True,False,False,True,medium,True,strong,85.0,False,none,True,1,low,True,high,medium,volatile,medium,medium,low,medium,low,medium,0.9606,fully_repaid,1
SYN-01358,male,36,False,False,,Smallholder farmer,True,Machakos,Potatoes,vegetative,long_rains,smartphone,app,sw,medium,17542,False,True,False,True,False,True,strong,True,medium,43.0,False,none,True,2,medium,False,medium,medium,stable,strong,low,medium,medium,medium,low,0.8925,on_time,1
SYN-16762,female,33,True,True,hearing,PWD farmer,False,Nakuru,Vegetables,harvest,long_rains,smartphone,app,sw,medium,12640,True,False,True,True,False,False,none,True,medium,86.0,False,none,False,0,none,True,high,medium,moderate,strong,medium,low,high,none,medium,0.875,on_time,1
SYN-06009,male,33,True,True,hearing,PWD farmer,False,Bungoma,Maize,harvest,long_rains,feature_phone,ussd,sw,high,7294,True,False,False,True,True,False,none,False,none,,True,medium,True,1,low,False,low,medium,moderate,weak,low,medium,medium,medium,low,0.8185,on_time,1
SYN-00624,female,36,False,False,,Women farmer,False,Machakos,Vegetables,vegetative,dry_season,feature_phone,ussd,en,medium,17896,True,False,False,False,False,False,none,True,strong,88.0,False,none,False,0,none,False,high,none,moderate,none,high,high,medium,medium,high,0.1753,late,0
SYN-04256,female,18,True,False,,Youth farmer,False,Kisumu,Maize,vegetative,short_rains,smartphone,ussd,en,medium,7940,False,True,True,True,False,True,strong,True,strong,99.0,False,none,True,6,high,False,high,weak,volatile,none,medium,high,low,high,medium,0.6996,late,0
SYN-22530,male,63,False,False,,Smallholder farmer,False,Bungoma,Vegetables,planting,long_rains,feature_phone,ussd,en,high,13250,True,False,False,False,True,True,weak,False,none,,True,weak,True,3,medium,True,high,weak,volatile,medium,low,medium,medium,medium,low,0.4655,defaulted,0
SYN-25319,male,31,True,False,,Youth farmer,False,Makueni,Potatoes,planting,short_rains,smartphone,app,en,medium,9379,False,False,False,False,False,True,strong,True,weak,0.0,False,none,True,3,medium,True,high,none,volatile,strong,high,low,high,low,high,0.5096,restructured,0
SYN-16927,male,47,False,False,,Smallholder farmer,True,Kisumu,Maize,planting,short_rains,smartphone,app,sw,low,7569,False,False,False,True,True,True,medium,True,strong,100.0,True,strong,True,1,low,True,unknown,strong,volatile,strong,medium,medium,medium,low,medium,0.9742,early,1
SYN-17726,male,48,False,False,,Smallholder farmer,False,Nakuru,Maize,harvest,dry_season,smartphone,ussd,en,medium,8831,True,False,False,True,True,True,strong,True,medium,76.0,True,medium,True,1,low,True,medium,medium,volatile,weak,high,low,high,low,high,0.8939,fully_repaid,1
SYN-26647,male,65,False,False,,Smallholder farmer,False,Machakos,Potatoes,vegetative,long_rains,smartphone,sms,en,low,16244,True,False,True,False,False,False,none,False,none,,False,none,True,3,medium,False,medium,none,volatile,medium,medium,low,high,low,medium,0.2911,late,0
SYN-28132,female,53,False,False,,Women farmer,False,Machakos,Vegetables,harvest,short_rains,feature_phone,ussd,en,medium,9040,True,True,False,True,True,True,medium,True,medium,69.0,True,strong,False,0,none,False,medium,medium,moderate,strong,high,low,low,low,high,0.8205,on_time,1
SYN-07347,female,65,False,False,,Women farmer,False,Bungoma,Beans,harvest,short_rains,shared_phone,ussd,sw,low,9868,False,True,False,False,False,False,none,False,none,,False,none,True,3,medium,False,low,weak,moderate,medium,high,medium,low,medium,high,0.1708,late,0
SYN-26531,male,65,False,False,,Smallholder farmer,False,Bungoma,Maize,flowering,short_rains,smartphone,sms,en,medium,9708,False,False,False,True,False,True,medium,True,medium,80.0,False,none,True,4,high,True,medium,weak,moderate,weak,high,low,medium,none,high,0.7441,on_time,1
SYN-04883,female,63,False,False,,Women farmer,False,Kisumu,Beans,vegetative,long_rains,shared_phone,ussd,sw,medium,8294,True,False,False,False,False,True,medium,False,none,,False,none,True,1,low,False,medium,medium,moderate,medium,medium,low,low,low,medium,0.8163,on_time,1
SYN-20636,female,29,True,False,,Youth farmer,False,Nakuru,Maize,planting,short_rains,smartphone,ussd,en,high,8791,True,False,False,False,False,True,medium,False,none,,False,none,True,2,medium,True,high,medium,volatile,none,medium,high,low,medium,medium,0.8453,on_time,1
SYN-20689,female,18,True,False,,Youth farmer,False,Kisumu,Maize,planting,short_rains,feature_phone,ussd,en,medium,10060,False,False,False,False,False,True,strong,False,none,,False,none,False,0,none,False,high,medium,volatile,medium,medium,medium,low,medium,medium,0.4152,late,0
SYN-27995,female,22,True,False,,Youth farmer,False,Nakuru,Beans,flowering,long_rains,shared_phone,ussd,en,low,6824,True,True,False,True,False,True,strong,True,weak,32.0,False,none,True,3,medium,False,medium,strong,stable,medium,high,high,medium,high,high,0.4817,defaulted,0
SYN-17345,male,49,False,False,,Smallholder farmer,False,Machakos,Sorghum,flowering,long_rains,feature_phone,ussd,sw,medium,7192,False,False,False,False,True,True,weak,True,medium,42.0,True,strong,True,1,low,False,high,weak,volatile,none,high,medium,low,none,high,0.4105,late,0
SYN-25375,female,39,False,False,,Women farmer,False,Machakos,Maize,vegetative,dry_season,smartphone,ussd,sw,medium,13003,False,False,False,True,True,True,strong,True,medium,70.0,True,medium,True,6,high,False,medium,weak,volatile,weak,medium,high,medium,low,medium,0.8961,on_time,1
SYN-10583,female,58,False,False,,Women farmer,False,Makueni,Beans,vegetative,long_rains,feature_phone,ussd,en,medium,10243,True,False,False,True,True,True,strong,False,none,,True,weak,True,1,low,True,unknown,medium,moderate,medium,high,medium,low,medium,high,0.9473,restructured,0
SYN-00823,female,55,False,False,,Women farmer,True,Nakuru,Maize,planting,long_rains,feature_phone,ussd,sw,low,4869,False,True,False,False,False,True,medium,False,none,,False,none,False,0,none,False,medium,weak,volatile,weak,medium,medium,medium,low,medium,0.0966,restructured,0
SYN-05821,female,37,False,False,,Women farmer,False,Kisumu,Sorghum,flowering,short_rains,shared_phone,ussd,en,medium,7725,False,True,True,True,False,True,strong,False,none,,False,none,True,1,low,True,unknown,none,volatile,medium,high,high,high,high,high,0.0338,restructured,0
SYN-25643,female,50,False,False,,Women farmer,False,Machakos,Tomatoes,flowering,short_rains,feature_phone,ussd,en,low,26074,False,False,False,True,False,True,medium,False,none,,True,weak,True,1,low,True,high,none,volatile,medium,high,medium,medium,medium,high,0.5232,defaulted,0
SYN-18718,female,52,False,False,,Women farmer,False,Kisumu,Vegetables,vegetative,long_rains,feature_phone,ussd,en,medium,17742,False,False,True,True,False,False,none,False,none,,False,none,True,6,high,False,low,strong,volatile,strong,medium,medium,high,low,medium,0.5462,restructured,0
SYN-21987,male,52,False,False,,Smallholder farmer,False,Kisumu,Beans,planting,short_rains,feature_phone,ussd,sw,high,7229,True,False,False,True,False,False,none,False,none,,True,medium,True,4,high,False,high,medium,moderate,medium,medium,high,medium,high,medium,0.911,on_time,1
SYN-09889,female,59,False,False,,Women farmer,True,Makueni,Vegetables,vegetative,short_rains,feature_phone,ussd,en,medium,17020,False,False,True,False,False,True,medium,True,strong,86.0,False,none,False,0,none,True,medium,medium,volatile,weak,high,low,medium,low,high,0.5098,restructured,0
SYN-00908,female,32,True,False,,Youth farmer,True,Nakuru,Beans,flowering,long_rains,feature_phone,ussd,en,medium,6204,True,False,False,True,True,True,medium,True,medium,64.0,True,medium,True,5,high,False,unknown,medium,moderate,medium,low,low,low,none,low,0.9727,on_time,1
SYN-26953,male,50,False,False,,Smallholder farmer,False,Kakamega,Vegetables,vegetative,long_rains,shared_phone,ussd,en,low,7830,True,False,False,True,False,False,none,False,none,,False,none,True,7,high,False,unknown,medium,moderate,strong,high,medium,medium,medium,high,0.6144,late,0
SYN-13936,female,29,True,True,visual,PWD farmer,False,Kisumu,Vegetables,flowering,long_rains,feature_phone,ussd,sw,medium,16023,False,False,False,True,True,False,none,False,none,,True,strong,True,1,low,False,medium,medium,stable,none,low,high,low,high,low,0.7277,early,1
SYN-06178,female,24,True,False,,Youth farmer,False,Bungoma,Maize,flowering,long_rains,smartphone,ussd,sw,medium,4199,False,False,True,False,False,True,strong,False,none,,False,none,True,2,medium,True,high,medium,moderate,strong,high,medium,high,none,high,0.8188,early,1
SYN-08569,male,27,True,False,,Youth farmer,False,Nakuru,Sorghum,vegetative,long_rains,smartphone,ussd,en,low,6122,True,False,False,False,False,True,medium,False,none,,False,none,True,2,medium,True,unknown,medium,unknown,medium,medium,medium,low,none,medium,0.5947,on_time,1
SYN-00633,male,22,True,False,,Youth farmer,False,Makueni,Potatoes,planting,long_rains,feature_phone,ussd,sw,medium,21010,False,True,False,True,False,True,medium,True,medium,73.0,False,none,True,1,low,False,unknown,weak,moderate,weak,high,high,low,medium,high,0.413,defaulted,0
SYN-27120,female,28,True,False,,Youth farmer,False,Kisumu,Maize,flowering,short_rains,feature_phone,ussd,en,medium,11928,False,False,True,True,False,True,weak,False,none,,False,none,True,1,low,False,high,weak,volatile,medium,medium,high,medium,medium,medium,0.4303,defaulted,0
SYN-06764,female,67,False,False,,Women farmer,False,Kakamega,Sorghum,harvest,long_rains,smartphone,ussd,sw,low,7047,True,False,False,False,False,True,medium,False,none,,False,none,True,5,high,False,high,medium,volatile,medium,medium,low,low,low,medium,0.7991,restructured,0
SYN-13027,male,42,False,False,,Smallholder farmer,True,Kisumu,Maize,flowering,dry_season,feature_phone,ussd,sw,medium,6279,False,True,False,True,True,True,medium,False,none,,True,medium,True,3,medium,True,high,weak,moderate,weak,high,medium,low,medium,high,0.5469,late,0
SYN-12838,male,31,True,False,,Youth farmer,True,Kakamega,Potatoes,flowering,short_rains,shared_phone,ussd,en,low,16943,True,False,True,False,False,False,none,False,none,,False,none,True,1,low,False,medium,medium,moderate,medium,low,medium,low,medium,low,0.7879,defaulted,0
SYN-25383,male,26,True,False,,Youth farmer,True,Machakos,Vegetables,vegetative,long_rains,feature_phone,ussd,sw,high,15145,True,False,False,False,False,False,none,False,none,,True,medium,True,2,medium,True,low,medium,moderate,medium,high,high,low,high,high,0.6335,on_time,1
SYN-01779,male,34,True,False,,Youth farmer,True,Bungoma,Beans,planting,dry_season,shared_phone,ussd,sw,medium,7022,True,False,True,False,False,True,weak,True,strong,71.0,False,none,True,1,low,False,high,medium,volatile,medium,low,medium,high,none,low,0.8844,on_time,1
SYN-02934,male,38,False,False,,Smallholder farmer,True,Kisumu,Maize,planting,dry_season,feature_phone,ussd,en,high,10484,False,False,False,True,False,True,strong,True,strong,93.0,False,none,True,5,high,False,medium,medium,stable,strong,high,medium,medium,medium,high,0.9886,on_time,1
SYN-26199,female,58,False,True,other,PWD farmer,False,Bungoma,Sorghum,vegetative,long_rains,feature_phone,ussd,en,medium,5484,False,False,False,False,False,True,medium,False,none,,False,none,True,1,low,False,unknown,medium,moderate,weak,medium,medium,low,none,medium,0.4685,defaulted,0
SYN-28526,female,33,True,False,,Youth farmer,True,Bungoma,Potatoes,harvest,long_rains,shared_phone,ussd,sw,medium,15215,True,False,False,False,True,False,none,True,medium,48.0,True,medium,True,1,low,False,medium,weak,unknown,medium,low,medium,low,medium,low,0.8926,on_time,1
SYN-21454,female,46,False,False,,Women farmer,False,Machakos,Tomatoes,harvest,short_rains,feature_phone,ussd,en,low,18505,True,False,True,True,True,True,weak,False,none,,True,medium,True,3,medium,True,high,medium,moderate,strong,high,low,low,low,high,0.9409,fully_repaid,1
SYN-27637,male,26,True,False,,Youth farmer,False,Kakamega,Beans,harvest,long_rains,smartphone,ussd,en,high,12860,True,False,False,False,False,True,medium,True,strong,75.0,False,none,True,2,medium,False,low,medium,stable,none,medium,low,high,low,medium,0.4607,early,1
SYN-21022,male,19,True,False,,Youth farmer,False,Kakamega,Maize,planting,dry_season,feature_phone,ussd,en,medium,10241,True,False,True,True,False,True,strong,False,none,,False,none,False,0,none,True,unknown,strong,moderate,medium,medium,high,low,high,medium,0.7122,on_time,1
SYN-28304,female,20,True,False,,Youth farmer,False,Bungoma,Tomatoes,planting,long_rains,feature_phone,ussd,sw,medium,12640,False,False,False,True,False,True,medium,False,none,,False,none,False,0,none,True,high,none,stable,medium,low,medium,low,low,low,0.7786,on_time,1
SYN-10945,male,66,False,False,,Smallholder farmer,True,Kisumu,Maize,harvest,long_rains,feature_phone,ussd,en,low,10566,True,False,False,False,False,True,strong,False,none,,False,none,True,1,low,False,high,none,stable,medium,medium,medium,high,low,medium,0.6856,defaulted,0
SYN-07791,male,27,True,False,,Youth farmer,False,Kisumu,Potatoes,vegetative,dry_season,smartphone,sms,en,medium,14949,True,True,False,True,False,True,strong,True,strong,85.0,False,none,True,3,medium,False,low,weak,moderate,medium,high,low,medium,none,high,0.8992,on_time,1
SYN-19853,female,65,False,False,,Women farmer,False,Uasin Gishu,Vegetables,flowering,short_rains,shared_phone,ussd,en,medium,13563,False,False,True,False,False,False,none,False,none,,False,none,True,1,low,False,low,weak,moderate,medium,medium,medium,medium,medium,medium,0.0728,restructured,0
SYN-19850,female,30,True,False,,Youth farmer,False,Kakamega,Vegetables,harvest,short_rains,feature_phone,ussd,sw,medium,8843,False,True,False,False,False,True,medium,True,weak,46.0,False,none,False,0,none,True,medium,medium,unknown,none,low,medium,medium,medium,low,0.1331,late,0
SYN-23181,female,34,True,False,,Youth farmer,False,Nakuru,Beans,flowering,short_rains,feature_phone,ussd,en,low,8253,False,False,True,True,False,True,strong,False,none,,True,medium,True,1,low,False,medium,weak,moderate,weak,medium,low,medium,low,medium,0.7648,restructured,0
SYN-23385,male,50,False,False,,Smallholder farmer,False,Kakamega,Beans,planting,short_rains,feature_phone,ussd,sw,medium,6537,False,False,True,False,False,False,none,False,none,,False,none,True,1,low,False,medium,strong,moderate,strong,low,low,low,low,low,0.7866,defaulted,0
SYN-04008,female,42,False,False,,Women farmer,False,Bungoma,Vegetables,flowering,dry_season,feature_phone,ussd,sw,low,21157,True,False,False,True,True,False,none,True,weak,41.0,True,weak,True,2,medium,False,low,medium,volatile,medium,low,low,medium,none,low,0.8475,fully_repaid,1
SYN-20617,male,27,True,False,,Youth farmer,True,Uasin Gishu,Maize,planting,short_rains,feature_phone,ussd,sw,high,8097,True,False,False,False,False,True,strong,False,none,,False,none,True,7,high,True,high,none,moderate,strong,high,high,high,medium,high,0.8068,on_time,1
SYN-02555,male,33,True,False,,Youth farmer,False,Kakamega,Maize,flowering,short_rains,smartphone,sms,en,medium,11950,False,False,False,False,True,True,medium,False,none,,True,medium,True,3,medium,False,medium,weak,moderate,medium,medium,medium,medium,low,medium,0.5313,defaulted,0
SYN-00359,female,38,False,False,,Women farmer,False,Nakuru,Vegetables,harvest,short_rains,feature_phone,ussd,en,high,16007,True,False,True,False,False,True,medium,True,strong,80.0,False,none,True,1,low,False,medium,medium,moderate,medium,medium,medium,medium,low,medium,0.6774,on_time,1
SYN-29368,female,56,False,False,,Women farmer,False,Kisumu,Beans,vegetative,long_rains,feature_phone,ussd,en,medium,8362,True,False,False,True,False,False,none,False,none,,False,none,False,0,none,False,medium,medium,moderate,medium,high,high,medium,medium,high,0.2958,late,0
SYN-14294,male,64,False,False,,Smallholder farmer,False,Nakuru,Sorghum,vegetative,long_rains,feature_phone,ussd,sw,medium,3289,True,False,False,True,True,True,medium,True,medium,76.0,True,strong,True,6,high,True,medium,strong,stable,weak,low,low,medium,low,low,0.9933,on_time,1
SYN-28765,male,56,False,False,,Smallholder farmer,False,Machakos,Maize,harvest,dry_season,feature_phone,ussd,en,low,11189,True,False,True,False,False,False,none,False,none,,False,none,True,3,medium,True,high,weak,volatile,medium,high,medium,medium,medium,high,0.3162,restructured,0
SYN-04363,female,21,True,False,,Youth farmer,True,Makueni,Maize,planting,long_rains,feature_phone,ussd,en,high,8061,True,False,False,False,False,True,medium,False,none,,False,none,True,3,medium,False,high,none,moderate,none,high,low,medium,none,high,0.4905,defaulted,0
SYN-21163,female,55,False,False,,Women farmer,False,Bungoma,Maize,vegetative,short_rains,feature_phone,ussd,sw,medium,7966,True,False,False,False,True,False,none,False,none,,True,weak,True,2,medium,False,unknown,weak,volatile,none,high,medium,medium,none,high,0.1749,late,0
SYN-29636,male,33,True,True,other,PWD farmer,False,Kakamega,Potatoes,harvest,long_rains,smartphone,app,en,low,14017,False,False,False,True,False,True,medium,True,medium,66.0,False,none,True,7,high,False,medium,none,moderate,medium,medium,medium,high,medium,medium,0.7233,late,0
SYN-28156,female,40,False,False,,Women farmer,False,Bungoma,Vegetables,harvest,dry_season,smartphone,ussd,en,low,14430,True,False,False,False,True,True,strong,True,medium,56.0,True,medium,True,3,medium,True,medium,weak,unknown,weak,medium,high,high,medium,medium,0.8318,fully_repaid,1
SYN-08329,male,37,False,False,,Smallholder farmer,True,Kakamega,Vegetables,harvest,dry_season,feature_phone,ussd,en,medium,14064,True,False,False,False,True,True,strong,True,medium,78.0,True,strong,True,1,low,False,high,strong,volatile,medium,low,low,low,low,low,0.9845,fully_repaid,1
SYN-24509,male,29,True,True,visual,PWD farmer,False,Machakos,Beans,harvest,long_rains,shared_phone,ussd,sw,low,10787,False,True,True,False,False,False,none,False,none,,False,none,True,3,medium,True,high,none,moderate,none,high,high,low,high,high,0.0788,late,0
SYN-25146,male,20,True,False,,Youth farmer,False,Makueni,Maize,planting,short_rains,feature_phone,ussd,sw,medium,9608,False,False,False,False,False,True,medium,False,none,,False,none,True,2,medium,True,low,none,moderate,medium,high,medium,low,none,high,0.3868,defaulted,0
SYN-14928,female,56,False,False,,Women farmer,False,Nakuru,Vegetables,planting,short_rains,feature_phone,ussd,en,medium,18643,False,False,False,True,False,False,none,False,none,,True,weak,True,3,medium,True,medium,medium,moderate,medium,high,medium,medium,medium,high,0.6482,restructured,0
SYN-20813,female,56,False,False,,Women farmer,False,Nakuru,Sorghum,harvest,short_rains,smartphone,ussd,sw,medium,5920,False,True,True,True,True,True,medium,False,none,,True,strong,False,0,none,False,unknown,strong,volatile,medium,medium,low,medium,low,medium,0.289,defaulted,0
SYN-05026,male,45,False,False,,Smallholder farmer,True,Nakuru,Maize,flowering,long_rains,shared_phone,ussd,sw,low,10756,False,False,False,True,False,True,medium,True,strong,66.0,True,medium,True,6,high,True,low,weak,stable,weak,medium,high,medium,low,medium,0.9353,on_time,1
SYN-24446,female,32,True,True,mobility,PWD farmer,False,Makueni,Maize,flowering,long_rains,shared_phone,ussd,en,low,10857,False,True,False,False,True,True,medium,True,medium,76.0,True,weak,True,2,medium,False,high,weak,volatile,none,high,high,medium,high,high,0.0436,restructured,0
SYN-16315,female,29,True,False,,Youth farmer,True,Machakos,Potatoes,flowering,short_rains,feature_phone,ussd,en,high,11388,False,False,False,True,False,True,weak,False,none,,False,none,True,1,low,False,medium,medium,volatile,none,medium,high,medium,medium,medium,0.1592,defaulted,0
SYN-13101,male,30,True,False,,Youth farmer,False,Machakos,Potatoes,flowering,dry_season,feature_phone,ussd,en,high,20513,False,True,False,True,False,True,medium,True,strong,79.0,False,none,True,2,medium,False,unknown,medium,volatile,weak,high,medium,low,none,high,0.3627,defaulted,0
SYN-03629,male,57,False,False,,Smallholder farmer,False,Makueni,Beans,planting,dry_season,feature_phone,ussd,en,medium,8693,False,False,False,False,False,False,none,False,none,,False,none,True,1,low,False,low,none,unknown,weak,high,medium,low,none,high,0.095,defaulted,0
SYN-13104,male,63,False,False,,Smallholder farmer,False,Kisumu,Maize,planting,long_rains,feature_phone,ussd,en,low,8070,False,False,True,False,False,False,none,False,none,,False,none,False,0,none,False,low,medium,stable,medium,medium,medium,low,medium,medium,0.3962,fully_repaid,1
SYN-00515,male,29,True,False,,Youth farmer,True,Nakuru,Maize,vegetative,short_rains,feature_phone,ussd,en,low,7468,False,True,False,False,True,True,medium,False,none,,True,strong,True,1,low,False,medium,weak,moderate,medium,medium,high,high,high,medium,0.2182,late,0
SYN-06159,female,66,False,False,,Women farmer,True,Nakuru,Maize,flowering,long_rains,smartphone,sms,sw,high,6751,True,False,False,True,False,False,none,False,none,,True,weak,True,2,medium,True,medium,strong,stable,medium,low,medium,low,medium,low,0.9442,late,0
SYN-06410,male,61,False,False,,Smallholder farmer,False,Makueni,Maize,planting,long_rains,feature_phone,ussd,sw,medium,8332,True,False,True,False,False,True,medium,False,none,,True,strong,True,1,low,False,unknown,strong,moderate,none,high,low,medium,none,high,0.6154,late,0
SYN-21759,male,64,False,False,,Smallholder farmer,False,Machakos,Sorghum,flowering,long_rains,smartphone,ussd,sw,low,6132,False,True,False,False,True,False,none,True,strong,100.0,True,strong,False,0,none,False,medium,medium,volatile,medium,high,low,high,low,high,0.2773,late,0
SYN-02056,male,38,False,False,,Smallholder farmer,True,Machakos,Potatoes,flowering,dry_season,feature_phone,ussd,sw,medium,17453,True,False,True,False,False,True,strong,False,none,,False,none,True,1,low,True,medium,strong,stable,strong,high,high,low,high,high,0.8042,on_time,1
SYN-10656,male,58,False,False,,Smallholder farmer,True,Kisumu,Maize,harvest,short_rains,feature_phone,ussd,en,medium,11568,False,False,False,False,False,True,weak,False,none,,False,none,True,4,high,True,medium,none,moderate,none,high,medium,low,low,high,0.4229,on_time,1
SYN-16465,female,43,False,False,,Women farmer,False,Kakamega,Maize,planting,short_rains,smartphone,sms,sw,medium,6538,True,False,False,False,False,True,medium,True,weak,52.0,False,none,True,1,low,False,high,none,moderate,medium,low,low,medium,low,low,0.9009,late,0
SYN-24334,male,33,True,True,mobility,PWD farmer,False,Kisumu,Vegetables,vegetative,short_rains,shared_phone,ussd,en,low,24631,False,False,True,True,False,False,none,False,none,,False,none,True,3,medium,True,medium,weak,moderate,medium,high,low,medium,low,high,0.3891,late,0
SYN-01696,male,50,False,False,,Smallholder farmer,False,Machakos,Vegetables,vegetative,dry_season,smartphone,sms,en,medium,18405,True,False,False,False,False,False,none,True,medium,63.0,False,none,True,1,low,False,medium,strong,volatile,weak,medium,medium,medium,low,medium,0.4538,late,0
SYN-07220,male,67,False,False,,Smallholder farmer,False,Bungoma,Vegetables,flowering,long_rains,feature_phone,ussd,en,low,15484,False,False,False,True,True,True,medium,True,medium,58.0,True,strong,True,2,medium,True,high,medium,unknown,weak,low,high,low,high,low,0.9656,on_time,1
SYN-01813,male,44,False,True,mobility,PWD farmer,False,Kakamega,Maize,flowering,short_rains,shared_phone,ussd,sw,low,10051,True,False,False,True,True,True,weak,True,strong,74.0,True,strong,False,0,none,False,unknown,medium,volatile,weak,low,high,high,high,low,0.4177,fully_repaid,1
SYN-19033,male,28,True,False,,Youth farmer,False,Bungoma,Tomatoes,flowering,long_rains,shared_phone,ussd,sw,medium,14798,False,False,True,True,False,True,medium,True,medium,60.0,False,none,True,1,low,False,high,weak,moderate,strong,low,medium,low,medium,low,0.9096,early,1
SYN-29968,female,39,False,False,,Women farmer,False,Kisumu,Potatoes,flowering,short_rains,feature_phone,ussd,sw,low,22498,False,False,False,False,True,False,none,False,none,,True,strong,True,7,high,False,high,none,moderate,medium,high,medium,high,low,high,0.5792,late,0
SYN-18507,female,24,True,False,,Youth farmer,False,Nakuru,Vegetables,vegetative,dry_season,feature_phone,ussd,sw,high,9529,False,False,False,True,False,True,medium,False,none,,False,none,True,1,low,True,medium,medium,moderate,medium,medium,medium,medium,medium,medium,0.8148,late,0
SYN-17339,female,57,False,False,,Women farmer,False,Bungoma,Tomatoes,vegetative,dry_season,smartphone,ussd,en,medium,15044,False,False,False,True,False,True,medium,False,none,,False,none,True,2,medium,False,medium,medium,stable,none,medium,low,low,low,medium,0.9084,late,0
SYN-11964,male,22,True,False,,Youth farmer,False,Kakamega,Potatoes,planting,short_rains,feature_phone,ussd,en,medium,7872,False,False,True,True,True,True,medium,True,medium,62.0,True,strong,True,2,medium,False,medium,medium,unknown,weak,high,medium,medium,low,high,0.6581,late,0
SYN-17987,female,49,False,False,,Women farmer,False,Nakuru,Tomatoes,planting,short_rains,feature_phone,ussd,en,high,16837,True,False,False,False,False,False,none,True,medium,55.0,False,none,True,2,medium,True,low,medium,moderate,weak,medium,medium,low,none,medium,0.7879,on_time,1
SYN-16961,female,29,True,False,,Youth farmer,True,Kakamega,Beans,flowering,long_rains,feature_phone,ussd,sw,low,9824,False,False,True,False,False,True,strong,False,none,,False,none,True,3,medium,False,medium,none,volatile,weak,medium,high,high,low,medium,0.3651,late,0
SYN-16092,female,35,False,False,,Women farmer,False,Kakamega,Sorghum,vegetative,long_rains,feature_phone,ussd,en,high,6065,False,False,False,True,True,True,weak,True,strong,100.0,True,strong,True,4,high,False,high,strong,moderate,strong,low,low,high,low,low,0.9847,on_time,1
SYN-14488,female,27,True,False,,Youth farmer,False,Makueni,Vegetables,planting,short_rains,smartphone,sms,sw,high,19490,False,False,True,True,True,True,medium,False,none,,True,weak,True,1,low,True,high,strong,moderate,strong,high,high,high,high,high,0.6091,early,1
SYN-25573,female,37,False,False,,Women farmer,False,Uasin Gishu,Beans,vegetative,long_rains,smartphone,ussd,sw,low,3616,False,False,True,True,True,True,medium,True,medium,55.0,True,medium,True,2,medium,False,medium,medium,unknown,none,low,low,medium,low,low,0.8777,late,0
SYN-05665,female,41,False,False,,Women farmer,False,Kakamega,Maize,flowering,long_rains,feature_phone,ussd,en,high,8603,True,False,False,False,True,False,none,True,weak,51.0,True,medium,True,2,medium,False,medium,weak,stable,none,medium,medium,medium,low,medium,0.6701,fully_repaid,1
SYN-09872,male,61,False,False,,Smallholder farmer,False,Kakamega,Potatoes,planting,long_rains,smartphone,ussd,sw,medium,15226,False,True,True,False,False,False,none,True,medium,30.0,False,none,False,0,none,True,medium,strong,unknown,medium,low,medium,low,medium,low,0.3485,late,0
SYN-21235,female,62,False,False,,Women farmer,True,Kisumu,Maize,harvest,dry_season,feature_phone,ussd,en,medium,8528,False,False,False,True,True,True,weak,True,weak,34.0,True,strong,True,2,medium,True,medium,none,stable,medium,medium,medium,high,low,medium,0.8797,on_time,1
SYN-20973,female,52,False,False,,Women farmer,False,Uasin Gishu,Tomatoes,vegetative,dry_season,feature_phone,ussd,en,low,21131,True,False,False,True,False,False,none,False,none,,False,none,True,2,medium,True,medium,medium,unknown,none,high,medium,medium,medium,high,0.3799,late,0
SYN-21852,male,57,False,False,,Smallholder farmer,False,Makueni,Tomatoes,planting,long_rains,smartphone,app,en,low,17040,False,False,False,False,True,False,none,False,none,,True,medium,True,1,low,True,high,weak,stable,weak,medium,medium,medium,medium,medium,0.6886,on_time,1
SYN-21882,male,39,False,False,,Smallholder farmer,False,Kakamega,Maize,flowering,short_rains,feature_phone,ussd,en,high,9661,True,False,False,True,True,False,none,True,weak,41.0,True,medium,True,3,medium,True,medium,medium,stable,none,medium,medium,low,low,medium,0.8978,early,1
SYN-01019,male,27,True,False,,Youth farmer,False,Makueni,Beans,harvest,long_rains,smartphone,ussd,en,medium,11280,True,False,False,False,True,True,strong,False,none,,True,strong,True,2,medium,True,low,medium,moderate,strong,medium,medium,high,medium,medium,0.9599,on_time,1
